,n_estimators,min_samples_split,min_samples_leaf,sample_ratio,fscore_mean,fscore_std,fscore_threshold_mean,fscore_threshold_std,threshold_mean,threshold_std
0,100,2,1,0.2,0.3722123050747895,0.048291844211821394,0.7541914442457975,0.021907438147562384,0.2700773869346734,0.020576289075766124
1,100,2,1,0.5,0.4288241563937083,0.036484254199452566,0.7536858890610679,0.0066616090761519725,0.2640532663316583,0.027860427112735876
2,100,2,1,1.0,0.39589997349861467,0.02976028610807162,0.7440088062052069,0.011411723170406759,0.26606130653266336,0.026181641016271146
3,100,2,2,0.2,0.24617975517950694,0.05128116526169473,0.7544769846112128,0.011262586941475635,0.2841336683417085,0.039623828489267224
4,100,2,2,0.5,0.41501320418222265,0.07279401224100994,0.7474413003216227,0.018472291218686092,0.3122462311557789,0.034598655033512886
5,100,2,2,1.0,0.47820132995258985,0.03905931388985656,0.7153615848477657,0.01390804502550291,0.3473869346733669,0.019442765642518654
6,100,2,5,0.2,0.07672055617261096,0.02202817239962162,0.7465809870402387,0.02332335681387944,0.24899296482412064,0.017244611530935025
7,100,2,5,0.5,0.39538620360165844,0.08149806365609659,0.6960090373054224,0.040680368094966245,0.31525829145728645,0.02205418769231388
8,100,2,5,1.0,0.517602183554675,0.026331646212310215,0.7040914511844745,0.02180850460880304,0.3744954773869347,0.024746600575522353
9,100,5,1,0.2,0.3811297651999207,0.03189509493319651,0.7623850280952348,0.013460930803197414,0.2720854271356784,0.039687379177238837
10,100,5,1,0.5,0.40965990314304923,0.021998169702444417,0.7354739074002976,0.030897647453774654,0.28312964824120607,0.03061849795235162
11,100,5,1,1.0,0.4167065469947736,0.019374468504406085,0.756305499259685,0.016676128602796846,0.29818994974874374,0.019891257430555583
12,100,5,2,0.2,0.2026796352983773,0.06650619545277182,0.7548480124787282,0.022828847997539703,0.2690733668341709,0.016875305103173494
13,100,5,2,0.5,0.42050500662941753,0.07883572607765592,0.7458576198784743,0.016322491914127345,0.3293145728643217,0.031067892860942792
14,100,5,2,1.0,0.44790039615166954,0.0320768947203867,0.7079209970300843,0.022859251379349247,0.35140301507537697,0.013930213556367954
15,100,5,5,0.2,0.06088280060882802,0.011912082071916684,0.7291519076858853,0.016760186492983352,0.25300904522613066,0.012499949445618837
16,100,5,5,0.5,0.3841687110893205,0.027836062302068504,0.7086826192025188,0.053077005674052845,0.31525829145728645,0.026229724878664356
17,100,5,5,1.0,0.5139297446025557,0.06186791445897654,0.691136773270295,0.04600050427602024,0.36646331658291464,0.0384619644785298
18,100,10,1,0.2,0.3502887504850271,0.028962514324703145,0.7611340460816485,0.014466659469898294,0.25200502512562817,0.039687379177238837
19,100,10,1,0.5,0.4099212418859747,0.06316871902636731,0.7550430571372706,0.01696253492060809,0.30220603015075376,0.024848229752952405
20,100,10,1,1.0,0.4102385157587893,0.03106855982870253,0.7375508208255547,0.02187482498682996,0.3102381909547739,0.02261832451405574
21,100,10,2,0.2,0.14154494154494154,0.032456759297277274,0.7441730652118128,0.0111108519773931,0.24598090452261306,0.017171385673477972
22,100,10,2,0.5,0.42600660209355856,0.026113893757350938,0.7301450639836292,0.0188661218634145,0.3152582914572865,0.03682167577903791
23,100,10,2,1.0,0.49036359376813843,0.050907045711701154,0.6929982465950442,0.016532932637928443,0.3473869346733669,0.03155084242433809
24,100,10,5,0.2,0.07657049293167371,0.02929215320800351,0.7376232997764907,0.03217050432405011,0.25401306532663315,0.02176663709074383
25,100,10,5,0.5,0.4051057930833212,0.02373271002569598,0.7015613423653458,0.01990010978572059,0.33533869346733675,0.044985254774678664
26,100,10,5,1.0,0.5105847959664307,0.03141726683082963,0.692296423032147,0.03773421573334538,0.3654592964824121,0.04356220956134013
27,200,2,1,0.2,0.36187680989764087,0.03833142455558687,0.7639502131874752,0.019319402785576124,0.2590331658291457,0.049007084008055944
28,200,2,1,0.5,0.39019764779119137,0.03331900710252685,0.7533519897064013,0.013801822683828811,0.2690733668341709,0.028530781841496357
29,200,2,1,1.0,0.3881119588197444,0.04446710046760099,0.7533904735090744,0.005461306038558125,0.27409346733668344,0.021179827222732924
30,200,2,2,0.2,0.21851917664173545,0.07239214447444593,0.7596496663326022,0.004967398317753073,0.275097487437186,0.020880238903258633
31,200,2,2,0.5,0.43087581617660514,0.06217709188373112,0.7556512773496509,0.020270928410601928,0.31927437185929647,0.020267781516530824
32,200,2,2,1.0,0.4659748461751496,0.026913449917621974,0.7235600787802002,0.022973101819488695,0.3483909547738694,0.018917188178628502
33,200,2,5,0.2,0.050078247261345854,0.012247633679576314,0.7446182468161168,0.01649903227261829,0.24899296482412062,0.014892024700720733
34,200,2,5,0.5,0.37799842543756146,0.06370739271938505,0.7198129704417736,0.022579860809256,0.3263025125628141,0.02520070451781532
35,200,2,5,1.0,0.5143360651854659,0.05120391685001169,0.6985651369400897,0.02706954997856375,0.36947537688442217,0.019636230762203354
36,200,5,1,0.2,0.37348099592184675,0.047078649076437384,0.7654497212789669,0.014374053935758283,0.25501708542713575,0.030245845147860665
37,200,5,1,0.5,0.43612607483535415,0.030290862694180198,0.7620784251719503,0.008790493190972281,0.29015778894472366,0.00911946543842231
38,200,5,1,1.0,0.4017772638607383,0.040398175222543777,0.7403653277480601,0.008596017620945348,0.2881497487437186,0.022840078096304024
39,200,5,2,0.2,0.2255954177488416,0.04981172253172383,0.7625753957917327,0.0059908663355551,0.24397286432160806,0.019636230762203354
40,200,5,2,0.5,0.4038924841039845,0.029392902664876163,0.7529619661868943,0.01034482883886234,0.31827035175879403,0.025939884768002113
41,200,5,2,1.0,0.48039973344677317,0.03191412844089891,0.718282192413575,0.017496703197003936,0.3333306532663317,0.02618164101627114
42,200,5,5,0.2,0.06621004566210045,0.014589261425175653,0.7595307842532634,0.012848932294072999,0.25602110552763824,0.012499949445618828
43,200,5,5,0.5,0.3798120547569353,0.046712925152710215,0.725197064456915,0.041768047467613444,0.3403587939698493,0.017244611530935032
44,200,5,5,1.0,0.5099698695572604,0.04187054501300524,0.708040642158574,0.01393277310681993,0.355419095477387,0.014892024700720756
45,200,10,1,0.2,0.34062686667337827,0.022435902030797136,0.7614342505004517,0.010376474318902804,0.2680693467336684,0.02712712930657325
46,200,10,1,0.5,0.4485473102520867,0.03535906798425623,0.7631453634085212,0.003602638841551477,0.2951778894472362,0.029185743541497257
47,200,10,1,1.0,0.4673626765559192,0.04838967480731359,0.7551691044466454,0.01822477690296871,0.3192743718592965,0.01040990196581627
48,200,10,2,0.2,0.20331223628691983,0.04053403698083785,0.7667985347985348,0.005453423953513635,0.26505728643216087,0.02261832451405577
49,200,10,2,0.5,0.4311128189248806,0.036918596552977724,0.748029099019871,0.02024336382664702,0.30923417085427135,0.022618324514055765
50,200,10,2,1.0,0.47309615602110294,0.021828660708735036,0.7090315091774946,0.014485194219229244,0.35240703517587946,0.014198988430258526
51,200,10,5,0.2,0.060732737367890754,0.022555396189362188,0.7442059263028317,0.01187599273863708,0.25501708542713575,0.009119465438422287
52,200,10,5,0.5,0.3559426106000753,0.03033982644159295,0.699443516614679,0.019391756671277776,0.33132261306532673,0.035390818442779
53,200,10,5,1.0,0.5057259436469963,0.026254014623428034,0.7119689960236355,0.02226485155553582,0.3624472361809046,0.028618976122463294
54,500,2,1,0.2,0.34468099348801273,0.025282981548133236,0.7690238051940179,0.011403857527935482,0.28413366834170856,0.02740441551737131
55,500,2,1,0.5,0.3933210902060185,0.05031528668012791,0.76327979733511,0.008029603763714704,0.2781095477386935,0.02870689945133729
56,500,2,1,1.0,0.3981598631962148,0.043752019689463205,0.7592258135565222,0.010495566940830512,0.29116180904522615,0.026421185265475034
57,500,2,2,0.2,0.22063539757632583,0.02843702515730548,0.7660677060785637,0.008041356078619107,0.26104120603015074,0.03467141779534107
58,500,2,2,0.5,0.4066476686750257,0.03534133767039666,0.7519166340145178,0.014356566076200929,0.3232904522613066,0.011985325678318592
59,500,2,2,1.0,0.4732361362423133,0.020839471842706837,0.7238436805066144,0.015297842670404422,0.3333306532663317,0.017890161961330895
60,500,2,5,0.2,0.060882800608828,0.011912082071916684,0.7480760422299635,0.006244671086424403,0.2510010050251256,0.019247356003184054
61,500,2,5,0.5,0.3872710835593439,0.01493535964209767,0.7218227885833519,0.012038412759943145,0.3273065326633166,0.022729471741204203
62,500,2,5,1.0,0.4977714776632302,0.014682786084430431,0.6998377490287878,0.027406234386992023,0.357427135678392,0.009391748063786868
63,500,5,1,0.2,0.31356546620183934,0.03933471031688087,0.7644542973541436,0.012081950996836283,0.26505728643216087,0.007613359365434667
64,500,5,1,0.5,0.3954084675014907,0.06203476137674579,0.7607464402291636,0.014527838746371825,0.2700773869346734,0.025988415932541184
65,500,5,1,1.0,0.40351492452616045,0.012829682781754418,0.7596666572180916,0.011706840064892393,0.2761015075376885,0.022281556462463294
66,500,5,2,0.2,0.21317420864722664,0.034755825231681414,0.7669602907962366,0.011825989887894564,0.27108140703517586,0.029994837943805766
67,500,5,2,0.5,0.39259140360263955,0.04727461739851651,0.7538604383099514,0.007504991003707755,0.30220603015075376,0.021298482645387782
68,500,5,2,1.0,0.46908547672862405,0.01884352329493131,0.7212746660252438,0.014578894200509868,0.33634271356783924,0.014375380142927704
69,500,5,5,0.2,0.060882800608828,0.011912082071916684,0.7449463017493726,0.017459015131430788,0.2510010050251257,0.022281556462463284
70,500,5,5,0.5,0.38039666917774373,0.03651115354388584,0.7158440717374157,0.020472705504961074,0.3232904522613066,0.0205149587185536
71,500,5,5,1.0,0.5024585333401681,0.02787522728815773,0.707259974782752,0.030224336267054997,0.3614432160804021,0.020514958718553626
72,500,10,1,0.2,0.33506842169014794,0.05559021025028671,0.7599700242263359,0.013465172047649111,0.23493668341708546,0.039304533772728294
73,500,10,1,0.5,0.4443598477259066,0.016496174579155372,0.7676049126049126,0.00783054387973134,0.2871457286432161,0.015874951670895546
74,500,10,1,1.0,0.44028288182920833,0.029465771813148647,0.7639146826601018,0.008425842660988545,0.3072261306532663,0.021000587098179445
75,500,10,2,0.2,0.2212664560920195,0.028360242674844514,0.7634453647068467,0.007747188484212248,0.26505728643216087,0.01571540036849851
76,500,10,2,0.5,0.42257248565520306,0.025675776234662936,0.751801154461001,0.01055613570862776,0.31827035175879403,0.024180005998419105
77,500,10,2,1.0,0.4679921492131151,0.01781414442588411,0.7261212707579964,0.0176904056845622,0.34035879396984925,0.018307887383197646
78,500,10,5,0.2,0.05540549231461831,0.01910103763741941,0.7491885576729428,0.012326942754762744,0.24899296482412062,0.01209000299920955
79,500,10,5,0.5,0.3886124272214935,0.03606450253761539,0.7112297518161038,0.027400927400385477,0.3323266331658292,0.028618976122463283
80,500,10,5,1.0,0.5161845171683168,0.013812982395042915,0.6951368102509805,0.028145506870479814,0.36746733668341713,0.011773179256441212
81,1000,2,1,0.2,0.3396111834134371,0.04107835377086003,0.7659023890276293,0.010786968799041853,0.2851376884422111,0.035955977034955816
82,1000,2,1,0.5,0.3921579952614435,0.03878504847619692,0.7732542790113122,0.011715931839846235,0.2720854271356784,0.023546358512882448
83,1000,2,1,1.0,0.3857711283355699,0.03484365966150664,0.7531577038656493,0.0048519834483531366,0.2720854271356784,0.009391748063786846
84,1000,2,2,0.2,0.18467409134075802,0.04047481903929738,0.7634028802951683,0.010259474901228511,0.2550170854271357,0.024746600575522346
85,1000,2,2,0.5,0.3817935372991552,0.043053722485406745,0.7572572319921933,0.007367252427729739,0.30823015075376886,0.013930213556367947
86,1000,2,2,1.0,0.47011441885072686,0.029856577868196756,0.7235869994343224,0.007308840527851206,0.3393547738693468,0.03360093935708709
87,1000,2,5,0.2,0.05540549231461831,0.01910103763741941,0.7511206766515142,0.0142951784822805,0.24598090452261306,0.015226718730869348
88,1000,2,5,0.5,0.3771893675225717,0.01792314948028797,0.7128566511741374,0.02149546470114835,0.3293145728643217,0.021179827222732924
89,1000,2,5,1.0,0.49330930351765384,0.025299789340949067,0.6918776158583639,0.03130447013271984,0.3624472361809046,0.016266984818365464
90,1000,5,1,0.2,0.33950352906643183,0.03968304149228172,0.7720404862081911,0.018399415192478043,0.2881497487437186,0.03503296477597092
91,1000,5,1,0.5,0.39193490622159877,0.04562827789742582,0.7654851330203443,0.007636165396032602,0.27409346733668344,0.025744845273473618
92,1000,5,1,1.0,0.4077175035563257,0.026632964112351727,0.75692921026508,0.00812051004130716,0.2761015075376884,0.02848658230784322
93,1000,5,2,0.2,0.19825410765117626,0.04134839866165477,0.7622279585120462,0.010758969944286358,0.25300904522613066,0.018581154540500928
94,1000,5,2,0.5,0.4111931232204803,0.02938624003631916,0.7528720839315293,0.00500355023376697,0.31124221105527644,0.021120249531652934
95,1000,5,2,1.0,0.47754656341493656,0.025608243033571832,0.7234491363527285,0.019841221088793826,0.3403587939698493,0.017960457563998316
96,1000,5,5,0.2,0.05555555555555556,0.0,0.7564747687834033,0.008659644192638158,0.24698492462311564,0.016649789776708765
97,1000,5,5,0.5,0.399509639119834,0.027884402103877392,0.726348238024001,0.01940279836486068,0.3333306532663317,0.011985325678318592
98,1000,5,5,1.0,0.5060199895015801,0.009682456045116559,0.7066790738829719,0.028810821289606423,0.35943517587939705,0.01898368113647021
99,1000,10,1,0.2,0.34689613718199974,0.032154099573224945,0.7676142703982137,0.010502260510004585,0.2761015075376885,0.05025118095471741
100,1000,10,1,0.5,0.443965662709296,0.02570549422615563,0.7616417893091322,0.006886298571406496,0.29015778894472366,0.04209108048731322
101,1000,10,1,1.0,0.4440672472709085,0.023534629361880416,0.7532736371540256,0.008847118149296377,0.2931698492462312,0.014375380142927729
102,1000,10,2,0.2,0.2034019356171255,0.015303836358072642,0.7633798664585566,0.0052177811703971125,0.26104120603015074,0.02735839631526689
103,1000,10,2,0.5,0.42383394383394385,0.009092319861975713,0.7516134303308857,0.006957350754241913,0.31626231155778894,0.018917188178628502
104,1000,10,2,1.0,0.47224608301669624,0.027135140497952973,0.723895780243693,0.014478231167144404,0.3503989949748744,0.022054187692313883
105,1000,10,5,0.2,0.060882800608828,0.011912082071916684,0.7535437023656202,0.007529688313353936,0.2479889447236181,0.020514958718553612
106,1000,10,5,0.5,0.3732555955198162,0.029694099580343154,0.7180654702738136,0.017009107616659587,0.3263025125628141,0.02618164101627112
107,1000,10,5,1.0,0.5002267670446645,0.03648173220521196,0.7014783062836087,0.02275220430780275,0.36947537688442217,0.03914390975060968
