,n_estimators,min_samples_split,min_samples_leaf,sample_ratio,fscore_mean,fscore_std,fscore_threshold_mean,fscore_threshold_std,threshold_mean,threshold_std
0,100,2,1,0.1,0.027586206896551717,0.03777396948311489,0.5108689543565412,0.023137195941107386,0.1817236180904523,0.018783496127573705
1,100,2,1,0.2,0.05425287356321838,0.056065567564207684,0.5896918299092213,0.02816415037920441,0.18774773869346734,0.021996978289353205
2,100,2,1,0.5,0.0689655172413793,0.0,0.5379614029342019,0.07157287822286192,0.16365125628140703,0.024999898891237677
3,100,2,1,1.0,0.055172413793103434,0.030842316931031576,0.524491686555115,0.059356703714087015,0.17168341708542717,0.018783496127573712
4,100,2,2,0.1,0.0,0.0,0.5850733752620545,0.022522007797578614,0.1837316582914573,0.01571540036849852
5,100,2,2,0.2,0.0689655172413793,0.0,0.580595000920795,0.037469991645082225,0.2008,0.018581154540500928
6,100,2,2,0.5,0.0947126436781609,0.03525570485090725,0.5142163337999381,0.04081749313274952,0.20381206030150753,0.018983681136470195
7,100,2,2,1.0,0.10758620689655171,0.03525570485090725,0.4892287033928716,0.05626144324627353,0.24899296482412064,0.014020377692186106
8,100,2,5,0.1,0.0,0.0,0.5773984947514359,0.042087610184838885,0.1837316582914573,0.018307887383197653
9,100,2,5,0.2,0.0689655172413793,0.0,0.552304964539007,0.04200963752719748,0.22891256281407038,0.011557139265113685
10,100,2,5,0.5,0.0947126436781609,0.03525570485090725,0.5003907203907204,0.06641025528780628,0.24397286432160809,0.03452573892499567
11,100,2,5,1.0,0.13333333333333333,0.0,0.42102409695953347,0.06634786030897805,0.26706532663316584,0.023812427506343308
12,100,5,1,0.1,0.0,0.0,0.5415459842328193,0.018072998367456836,0.19577989949748748,0.024949444957084198
13,100,5,1,0.2,0.08183908045977009,0.028786162468962814,0.5523820165389004,0.022725913850785654,0.18975577889447237,0.027404415517371314
14,100,5,1,0.5,0.06804597701149424,0.04715726493777686,0.5311696366177499,0.028775624692480836,0.17770753768844222,0.03862542447760738
15,100,5,1,1.0,0.0689655172413793,0.0,0.5526005776963885,0.02772353745332381,0.16666331658291458,0.014635982268719733
16,100,5,2,0.1,0.0,0.0,0.5467249541325965,0.05546111777264667,0.18875175879396985,0.02289518089797064
17,100,5,2,0.2,0.04137931034482758,0.03777396948311489,0.5543239686597209,0.033430764938111875,0.18875175879396985,0.028530781841496364
18,100,5,2,0.5,0.10758620689655171,0.03525570485090725,0.5275540139700734,0.04881199149154014,0.21485628140703522,0.01963623076220336
19,100,5,2,1.0,0.08183908045977009,0.028786162468962814,0.5285255034820253,0.06143823580857676,0.24899296482412062,0.027173540169088715
20,100,5,5,0.1,0.0,0.0,0.5381548821548822,0.0450120272736216,0.17569949748743718,0.00965635611940185
21,100,5,5,0.2,0.0947126436781609,0.03525570485090725,0.4987929060187125,0.03830268892641675,0.21284824120603013,0.024439177453655175
22,100,5,5,0.5,0.12045977011494251,0.028786162468962814,0.5042278774393918,0.028149849576080035,0.23292864321608042,0.013470343172998736
23,100,5,5,1.0,0.15741935483870967,0.03298114324762289,0.46435287823848953,0.04420843710378325,0.26706532663316584,0.027724411196407228
24,100,10,1,0.1,0.0,0.0,0.5204617603304854,0.058912285587813557,0.20481608040201005,0.025744845273473625
25,100,10,1,0.2,0.06804597701149424,0.04715726493777686,0.5548890480909976,0.03716880414724369,0.21586030150753768,0.01924735600318405
26,100,10,1,0.5,0.08183908045977009,0.028786162468962814,0.5420873612602936,0.04564915439346981,0.18975577889447237,0.025498948088645414
27,100,10,1,1.0,0.04137931034482758,0.03777396948311489,0.5199057436897986,0.06970853593899798,0.16365125628140703,0.018983681136470195
28,100,10,2,0.1,0.0,0.0,0.5787789757412399,0.02626513418264091,0.1837316582914573,0.010409901965816279
29,100,10,2,0.2,0.0689655172413793,0.0,0.5572026143790849,0.03418389381370111,0.20782814070351757,0.00898022878199916
30,100,10,2,0.5,0.0689655172413793,0.0,0.541151747655584,0.01462363063532254,0.24698492462311558,0.025842549022226158
31,100,10,2,1.0,0.10758620689655171,0.03525570485090725,0.4904961378490791,0.07795980413594544,0.24397286432160806,0.024232062045750794
32,100,10,5,0.1,0.0,0.0,0.559023199023199,0.05163504304094915,0.16967537688442214,0.020267781516530824
33,100,10,5,0.2,0.0689655172413793,0.0,0.529980176556996,0.06220042778842146,0.2068241206030151,0.035497471075646284
34,100,10,5,0.5,0.12045977011494251,0.028786162468962814,0.5167101449275362,0.04525835426238789,0.24798894472361815,0.014375380142927715
35,100,10,5,1.0,0.1453763440860215,0.026928990696771647,0.4246146696994155,0.06031851971659381,0.27308944723618095,0.021708669911687663
36,200,2,1,0.1,0.0,0.0,0.5391201941899617,0.022870895719004615,0.18875175879396985,0.04209108048731323
37,200,2,1,0.2,0.04045977011494253,0.059893771290048976,0.5514890076604136,0.03911099210876596,0.17770753768844222,0.027815162375915324
38,200,2,1,0.5,0.055172413793103434,0.030842316931031576,0.5957865754997652,0.023306754775205853,0.1767035175879397,0.007937475835447773
39,200,2,1,1.0,0.055172413793103434,0.030842316931031576,0.560653455128877,0.012547046161461885,0.1696753768844221,0.03397388018366421
40,200,2,2,0.1,0.0,0.0,0.5682575893907723,0.04174270391521047,0.17670351758793973,0.016266984818365457
41,200,2,2,0.2,0.08183908045977009,0.028786162468962814,0.5796190476190477,0.014957991061591076,0.19879195979899497,0.005723795224492653
42,200,2,2,0.5,0.0947126436781609,0.03525570485090725,0.5551021917883564,0.034031844821784354,0.2128482412060302,0.016421177695037516
43,200,2,2,1.0,0.08183908045977009,0.028786162468962814,0.4812261998279281,0.05450249862465968,0.22590050251256288,0.02051495871855362
44,200,2,5,0.1,0.0,0.0,0.563377936824794,0.037748909236988384,0.1817236180904523,0.015874951670895532
45,200,2,5,0.2,0.0689655172413793,0.0,0.5597994868214968,0.006712702429198506,0.22088040201005024,0.02826454788341505
46,200,2,5,0.5,0.12045977011494251,0.028786162468962814,0.5211713048855906,0.04783107940060967,0.23393266331658294,0.007613359365434674
47,200,2,5,1.0,0.15741935483870967,0.03298114324762289,0.47305735594145293,0.04521465218122543,0.25602110552763824,0.023385264088750274
48,200,5,1,0.1,0.0,0.0,0.5371974769751126,0.03480968538601019,0.18674371859296485,0.029055932326350342
49,200,5,1,0.2,0.04137931034482758,0.03777396948311489,0.558236801064064,0.017740401565400583,0.17770753768844222,0.023385264088750274
50,200,5,1,0.5,0.055172413793103434,0.030842316931031576,0.5737318765890195,0.033146135960688654,0.16867135678391962,0.01356356465328662
51,200,5,1,1.0,0.04045977011494253,0.059893771290048976,0.5696614478790311,0.017532661477787887,0.1676673366834171,0.023918026372506576
52,200,5,2,0.1,0.013793103448275858,0.030842316931031573,0.5491012610577829,0.019846261380920143,0.1897557788944724,0.02670580229586355
53,200,5,2,0.2,0.08183908045977009,0.028786162468962814,0.5686038156033538,0.03282222397573265,0.18774773869346734,0.012994207966270594
54,200,5,2,0.5,0.08183908045977009,0.028786162468962814,0.5238183881550679,0.04376594485183115,0.21686432160804023,0.02795073667571453
55,200,5,2,1.0,0.0947126436781609,0.03525570485090725,0.5357632748743686,0.019250719385363962,0.23493668341708546,0.022054187692313872
56,200,5,5,0.1,0.0,0.0,0.5725695077868991,0.01187307524672861,0.1746954773869347,0.010409901965816282
57,200,5,5,0.2,0.0689655172413793,0.0,0.5516801752625445,0.045366425175828215,0.20280804020100507,0.01563501416170356
58,200,5,5,0.5,0.13333333333333333,0.0,0.5233294959009245,0.05681652186511035,0.24999698492462316,0.017244611530935025
59,200,5,5,1.0,0.15741935483870967,0.03298114324762289,0.43211349612541267,0.037098778913209556,0.2610412060301508,0.033185864094788686
60,200,10,1,0.1,0.0,0.0,0.5509162561576353,0.029652750175202892,0.19678391959798996,0.02159226869792861
61,200,10,1,0.2,0.06804597701149424,0.04715726493777686,0.5622481698967953,0.03988038695108861,0.19577989949748748,0.017890161961330923
62,200,10,1,0.5,0.08183908045977009,0.028786162468962814,0.5695054945054946,0.03246785799507221,0.18573969849246233,0.020205514759498097
63,200,10,1,1.0,0.055172413793103434,0.030842316931031576,0.5583880921150622,0.011025136323258068,0.1606391959798995,0.010883318545371912
64,200,10,2,0.1,0.0,0.0,0.5773552652797936,0.013868329558443145,0.1977879396984925,0.0249494449570842
65,200,10,2,0.2,0.08183908045977009,0.028786162468962814,0.5782275977432322,0.02279778999937764,0.2098361809045226,0.01796045756399831
66,200,10,2,0.5,0.08183908045977009,0.028786162468962814,0.565624723211707,0.035434013864843364,0.22088040201005027,0.00654541025406778
67,200,10,2,1.0,0.10675565443084907,0.0559545236461252,0.5104692489344943,0.027729671907052868,0.24698492462311558,0.029271964537439465
68,200,10,5,0.1,0.0,0.0,0.5320846233230134,0.05815109107682581,0.16967537688442214,0.017960457563998306
69,200,10,5,0.2,0.0689655172413793,0.0,0.5551875641197198,0.019488965594697472,0.20782814070351763,0.010883318545371926
70,200,10,5,0.5,0.10758620689655171,0.03525570485090725,0.5201594896331738,0.03429427668456151,0.2429688442211056,0.01924735600318405
71,200,10,5,1.0,0.1453763440860215,0.026928990696771647,0.4473863959201898,0.032149773140610516,0.25602110552763824,0.012499949445618828
72,500,2,1,0.1,0.0,0.0,0.557746094485225,0.03834102545204508,0.18774773869346734,0.013930213556367938
73,500,2,1,0.2,0.05425287356321838,0.056065567564207684,0.56212898598698,0.03133846881065564,0.1746954773869347,0.02763336198106203
74,500,2,1,0.5,0.0689655172413793,0.0,0.5919972174001031,0.020760429161413588,0.1536110552763819,0.00978597743765242
75,500,2,1,1.0,0.04137931034482758,0.03777396948311489,0.5864968364968365,0.018152718354754366,0.16867135678391962,0.02853078184149636
76,500,2,2,0.1,0.0,0.0,0.5787792039892881,0.031196470840468737,0.1837316582914573,0.014462769276981959
77,500,2,2,0.2,0.06804597701149424,0.04715726493777686,0.5947550248169443,0.025741718109480453,0.1847356783919598,0.01963623076220336
78,500,2,2,0.5,0.0947126436781609,0.03525570485090725,0.5696166568553248,0.02734128880853443,0.22088040201005027,0.011447590448985316
79,500,2,2,1.0,0.0947126436781609,0.03525570485090725,0.5356799285370715,0.04624108791891192,0.2299165829145729,0.019312712238803688
80,500,2,5,0.1,0.0,0.0,0.5787119237854912,0.028582752838524503,0.1756994974874372,0.008980228781999158
81,500,2,5,0.2,0.0689655172413793,0.0,0.56022574745979,0.021877305122638895,0.21184422110552764,0.01419898843025851
82,500,2,5,0.5,0.13333333333333333,0.0,0.5264688757684596,0.023205771926261828,0.24598090452261312,0.018917188178628495
83,500,2,5,1.0,0.1453763440860215,0.026928990696771647,0.48182751087856523,0.04637778327572661,0.26706532663316584,0.015060301507537677
84,500,5,1,0.1,0.0,0.0,0.5547633751915644,0.026744272133880656,0.1837316582914573,0.026468833970125838
85,500,5,1,0.2,0.04045977011494253,0.059893771290048976,0.5822364672364673,0.02455848305458727,0.17971557788944725,0.01724461153093503
86,500,5,1,0.5,0.055172413793103434,0.030842316931031576,0.5933366631045538,0.02822400290774094,0.17067939698492463,0.021708669911687645
87,500,5,1,1.0,0.04137931034482758,0.03777396948311489,0.5726176009782568,0.021524787012259874,0.16666331658291458,0.026563874972397244
88,500,5,2,0.1,0.0,0.0,0.5682794249775383,0.03289661588649403,0.17871155778894474,0.007613359365434681
89,500,5,2,0.2,0.08183908045977009,0.028786162468962814,0.5817653700431243,0.019337557677083603,0.18774773869346736,0.018581154540500938
90,500,5,2,0.5,0.0947126436781609,0.03525570485090725,0.5763414835755261,0.02644882059212791,0.21586030150753768,0.025200704517815323
